extended name	biggID	model_bigg_id
9,10-dihydroxyoctadeca-12,15-dienoate	cpd23734	Universal
5-phospho-alpha-D-ribose-1-preQ0	cpd23735	Universal
[(1R,2R,3S,4S)-4-{5-cyano-4-oxo-3H-pyrrolo[2,3-d]pyrimidin-7-yl}-2,3-dihydroxycyclopentyl]methyl phosphate	cpd23736	Universal
2-({5-cyano-7-[(1S,2S,3R,4R)-2,3-dihydroxy-4-[(phosphonatooxy)methyl]cyclopentyl]-3H,4H-pyrrolo[2,3-d]pyrimidin-4-yl}amino)butanedioate	cpd23737	Universal
toyocamycin phosphate	cpd23738	Universal
5-hydroxy-pseudobaptigenin	cpd23739	Universal
(-)-premnaspirodiene	cpd23740	Universal
PABA -CoA	cpd23741	Universal
(-)-cis-permethrin	cpd23742	Universal
p-nitrophenyl caproate	cpd23743	Universal
GDP-beta-L-fucose	cpd23744	Universal
2-O-(4-deoxy-beta-L-threo-hex-4-enopyranuronosyl)-alpha-L-rhamnopyranose	cpd23745	Universal
methyl thiocyanate	cpd23746	Universal
D-glucosone	cpd23747	Universal
6-deoxy-D-glucosone	cpd23748	Universal
3-keto-1,5-anhydro-D-fructose	cpd23749	Universal
diiron	cpd23750	Universal
4-nitrosobenzoate	cpd23751	Universal
4,4'-diapolycopen-4,4'-dioic acid	cpd23752	Universal
4,4'-diapolycopen-4,4'-dioic acid glycosyl diester	cpd23753	Universal
1,2-epoxy phytoene	cpd23754	Universal
avilamycin A	cpd23755	Universal
colistin B	cpd23756	Universal
GDP-D-glucosamine	cpd23757	Universal
GDP-N-acetyl-D-glucosamine	cpd23758	Universal
GDP-2-acetamido-2,6-dideoxy-alpha-D-xylo-hexos-4-ulose	cpd23759	Universal
GDP-4-amino-4,6-dideoxy-alpha-D-N-acetylglucosamine	cpd23760	Universal
GDP-2,4-diacetamido-2,4,6-trideoxy-alpha-D-glucopyranose	cpd23761	Universal
2,4-diacetamido-2,4,6-trideoxy-D-mannopyranose	cpd23762	Universal
5,7-diacetamido-3,5,7,9-tetradeoxy-D-glycero-D-galacto-nonulopyranosonic acid	cpd23763	Universal
CMP-legionaminate	cpd23764	Universal
6-hydroxy-2-cyclohexen-one-carboxylate	cpd23765	Universal
beta-D-glucopyranoside, 2-[[[(1-hydroxy-6-oxo-2-cyclohexen-1-yl)carbonyl]oxy]methyl]phenyl	cpd23766	Universal
2-cyclohexene-1-carboxylic acid, 1-hydroxy-6-oxo-, (2-hydroxyphenyl)methyl ester	cpd23767	Universal
benzyl-6-hydroxy-2-cyclohexene-on-oyl	cpd23768	Universal
3alpha-androstanediol	cpd23769	Universal
(3S,5R,10S,12R,14R,15S,16S)-3,5,10,14,15-pentahydroxy-12,16-dimethylicosan-2-one	cpd23770	Universal
CPD-13198	cpd23771	Universal
4-nitrophenyl-beta-D-cellobioside	cpd23772	Universal
Avicel	cpd23773	Universal
barley beta-glucan	cpd23774	Universal
acid-swollen cellulose	cpd23775	Universal
4-nitrophenyl-beta-D-xylopyranoside	cpd23776	Universal
4-nitrophenyl-beta-D-glucopyranoside	cpd23777	Universal
4-methylumbeiliferyl-beta-D-cellobioside	cpd23778	Universal
4-nitrophenyl-beta-D-xylobioside	cpd23779	Universal
xylotriose	cpd23780	Universal
xylotetraose	cpd23781	Universal
1-penten-3-one	cpd23782	Universal
1-pentan-3-one	cpd23783	Universal
(E)-2-hexen-4-one	cpd23784	Universal
3-hexanone	cpd23785	Universal
4-nitrophenyl-chitobiose	cpd23786	Universal
4-nitrophenyl-chitotriose	cpd23787	Universal
chitotriose	cpd23788	Universal
(E)-2-penten-1-al	cpd23789	Universal
(E)-2-pentenol	cpd23790	Universal
(Z)-2-buten-1-ol	cpd23791	Universal
4-nitrophenyl-beta-D-cellotrioside	cpd23792	Universal
4-nitrophenyl-beta-D-cellotetraoside	cpd23793	Universal
4-nitrophenyl-beta-D-cellopentaoside	cpd23794	Universal
(E)-geranyl phosphate	cpd23795	Universal
5-chlorohydroxyquinone	cpd23796	Universal
artemisinate	cpd23797	Universal
soyasapogenol-2,3-dihydro-2,5-dihydroxy-6-methyl-4H-pyran-4-one	cpd23798	Universal
beta-homoleucine	cpd23799	Universal
beta-homovaline-beta-homoalanine-beta-homoleucine	cpd23800	Universal
beta-homoalanine-beta-homoleucine	cpd23801	Universal
4,6-CH3(COO-)C-D-Man-beta-(1->4)-GlcA-beta-(1->2)-D-Man-alpha-(1->3)-D-Glc-beta-(1->4)-D-Glc-alpha-1-diphospho-ditrans,octacis-undecaprenol	cpd23802	Universal
alpha-acoradiene	cpd23803	Universal
4-epi-alpha-acoradiene	cpd23804	Universal
epi-alpha-bisabolol	cpd23805	Universal
(-)-4-epieremophilene	cpd23806	Universal
D:C-friedoolean-8-en-3beta-ol-29-oic acid	cpd23807	Universal
tirucalla-7,24-diene-3beta-ol	cpd23808	Universal
tirucallol	cpd23809	Universal
isotirucallol	cpd23810	Universal
butyrospermol	cpd23811	Universal
13betaH-malabarica-14(27),17,21-trien-3beta-ol	cpd23812	Universal
dammara-20,24-dien-3beta-ol	cpd23813	Universal
fumigacin	cpd23814	Universal
achilleol A	cpd23815	Universal
3',4',5',6-tetrahydroxyaurone	cpd23816	Universal
(1,3)-beta-xylobiose	cpd23817	Universal
(1,3)-beta-xylotriose	cpd23818	Universal
(1,3)-beta-xylotetraose	cpd23819	Universal
p-nitrophenyl-alpha-L-arabinofuranoside	cpd23820	Universal
L-arabinobiose	cpd23821	Universal
L-arabinotriose	cpd23822	Universal
2-methylindole	cpd23823	Universal
2H-pyrrole	cpd23824	Universal
3H-pyrrole	cpd23825	Universal
PR-imine	cpd23826	Universal
(6R,10R,14E,18E,23R,27R)-2,6,10-octamethyldotriaconta-14,18-diene	cpd23827	Universal
dihydrocurcumin	cpd23828	Universal
tetrahydrocurcumin	cpd23829	Universal
2,6-diamino-4-hydroxy-5-formamidopyrimidine	cpd23830	Universal
(3E)-3-octen-2-one	cpd23831	Universal
(3E)-3-hepten-2-one	cpd23832	Universal
(E)-oct-2-enal	cpd23833	Universal
6-amino-6-deoxyfutalosine	cpd23834	Universal
lycopanerols	cpd23835	Universal
6'-hydroxyferuloyl-CoA	cpd23836	Universal
(2Z,4E)-2-hydroxyhexa-2,4-dienedioate	cpd23837	Universal
2-amino-3-butenoic acid	cpd23838	Universal
7,8-dihydro-D-neopterin 2'-phosphate	cpd23839	Universal
2,2'-azino-bis-(3-ethylbenzothiazoline-6-sulfonate) radical cation	cpd23840	Universal
(S-(E))-2-amino-4-(2-aminoethoxy)-3-butenoic acid	cpd23841	Universal
(2S)-2-(hydroxyamino)butanedioic acid	cpd23842	Universal
beta-apo-10'-carotenal	cpd23843	Universal
13'-apo-beta-carotenone	cpd23844	Universal
(2E,4E,6E)-4-methylocta-2,4,6-trienedial	cpd23845	Universal
pseudoionone	cpd23846	Universal
(2E,4E,6E,8E,10E,12E,14E)-4,8,13-trimethylhexadeca-2,4,6,8,10,12,14-heptaenedial	cpd23847	Universal
XXXG xyloglucan oligosaccharide	cpd23848	Universal
XXLG xyloglucan oligosaccharide	cpd23849	Universal
XLXG xyloglucan oligosaccharide	cpd23850	Universal
XLLG xyloglucan oligosaccharide	cpd23851	Universal
(4S,5R)-4-(dimethylamino)-5-hydroxyhexanal	cpd23852	Universal
TDP-N-monodesmethyl-D-forosamine	cpd23853	Universal
met-ala	cpd23854	Universal
gly-asn	cpd23855	Universal
(-)-exo-alpha-bergamotene	cpd23856	Universal
ala-thr	cpd23857	Universal
(+)-exo-beta-bergamotene	cpd23858	Universal
DL-2-bromosuccinate	cpd23859	Universal
D,L-lactamide	cpd23860	Universal
D-(+)-ribono-1,4-lactone	cpd23861	Universal
a-hydroxyglutaric acid-g-lactone	cpd23862	Universal
GXGG xyloglucan oligosaccharide	cpd23863	Universal
XLFG xyloglucan oligosaccharide	cpd23864	Universal
XXFG xyloglucan oligosaccharide	cpd23865	Universal
(3R, 7S)-12-OH-JA-Ile	cpd23866	Universal
3,6-anhydro-alpha-L-galactopyranose	cpd23867	Universal
agarobiose	cpd23868	Universal
agarotriose	cpd23869	Universal
3,6-anhydro-alpha-L-galactopyranosyl-(1->3)-D-galactose	cpd23870	Universal
neoagarotetraose	cpd23871	Universal
neoagarotriose	cpd23872	Universal
neoagarohexaose	cpd23873	Universal
neoagaropentaose	cpd23874	Universal
agarohexaose	cpd23875	Universal
agaropentaose	cpd23876	Universal
LS6-G	cpd23877	Universal
3,6-anhydro-2-O-sulfo-alpha-D-galactopyranosyl-(1->3)-4-O-sulfo-D-galactose	cpd23878	Universal
4-O-sulfo- beta-D-galactopyranosyl-(1->4)-3,6-anhydro-2-O-sulfo-D-galactose	cpd23879	Universal
3,6-anhydro-alpha-D-galactopyranosyl-(1->3)-4-O-sulfo-D-galactose	cpd23880	Universal
neocarratetraose 4-O-disulfate	cpd23881	Universal
iota-neocarratetraose sulfate	cpd23882	Universal
iota-neocarrahexaose sulfate	cpd23883	Universal
neoagarooctaose	cpd23884	Universal
agaroheptaose	cpd23885	Universal
neo-lambda-carratetraose	cpd23886	Universal
neo-lambda-carrahexaose	cpd23887	Universal
neo-lambda-carrabiose	cpd23888	Universal
1-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine	cpd23889	Universal
neocarratetraose 4-O-sulfate	cpd23890	Universal
neocarrabiose	cpd23891	Universal
N-acetyl-alphaD-mannosamine	cpd23892	Universal
7(8) 7'(8')-tetrahydrojusticidin B	cpd23893	Universal
7(8)-dihydrojusticidin B	cpd23894	Universal
meijicoccene	cpd23895	Universal
cPMP hydrate	cpd23896	Universal
4,7,10,13,16,19,22,25-octacosaoctaenoic acid	cpd23897	Universal
alpha-D-glucosamine 6-phosphate	cpd23898	Universal
1,2-dicapryloyl-sn-glycerol	cpd23899	Universal
(3R,4S,5S,6R)-2-decoxy-6-(hydroxymethyl)oxane-3,4,5-triol	cpd23900	Universal
3-(4-deoxy-beta-D-gluc-4-enuronosyl)-2-O-sulfate-N-acetyl-D-galactosamine	cpd23901	Universal
(4-aminophenyl)methanol	cpd23902	Universal
3-phosphonopropanoate	cpd23903	Universal
N1-aminopropylagmatine	cpd23904	Universal
N-(3-aminopropyl)-N'-(3-((3-aminopropyl)amino)propyl)-1,3-propanediamine	cpd23905	Universal
3,3',3''-nitrilotris(propylamine)	cpd23906	Universal
1-propanaminium, 3-amino-N,N,N-tris(3-aminopropyl)-	cpd23907	Universal
gamma-Glu-Cys-gamma-Glu-Cys-beta-Ala	cpd23908	Universal
2,4,6-trihydroxybenzene carboxylic acid	cpd23909	Universal
carbamic acid, dithio-, ion(1-)	cpd23910	Universal
IO3-	cpd23911	Universal
silver nitrate	cpd23912	Universal
aluminum chloride	cpd23913	Universal
2-acetamido-4-O-(2-amino-2-deoxy-beta-D-glucopyranosyl)-2-deoxy-D-glucose	cpd23914	Universal
L-hydroxyarginine	cpd23915	Universal
(2Z,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraenal	cpd23916	Universal
N-acetylmuramoyl-L-ala-D-glu-(L)-meso-diaminopimelic acid -(L)-D-ala	cpd23917	Universal
meso-diaminopimelic acid-(L)-D-ala	cpd23918	Universal
N-acetylmuramoyl-L-ala-D-glu	cpd23919	Universal
(R)-3-hydroxyvaleryl-CoA	cpd23920	Universal
beta-ketovaleryl-CoA	cpd23921	Universal
ent-kauran-17-oate	cpd23922	Universal
ent-kauran-17,19-dioate	cpd23923	Universal
ent-kaur-19-al-17-oate	cpd23924	Universal
ent-kaur-15-en-17-oate	cpd23925	Universal
ent-kaur-15-en-17,19-dioate	cpd23926	Universal
ent-kaur-15-en-19-al-17-oate	cpd23927	Universal
2-amino-4-O-(2-amino-2-deoxy-beta-D-glucopyranosyl)-2-deoxy-beta-D-glucopyranose	cpd23928	Universal
3-S-methylthiopropionyl-CoA	cpd23929	Universal
methylthioacryloyl-CoA	cpd23930	Universal
13-cis-retinoate	cpd23931	Universal
4-hydroxybutanal	cpd23932	Universal
Glcalpha1-3Man	cpd23933	Universal
1,4 butylene glycol	cpd23934	Universal
6-(O-beta-D-glucopyranosyl) camalexin	cpd23935	Universal
alpha-D-glucopyranosyl-(1->4)-[alpha-D-glucopyranosyl-(1->6)]-D-glucose	cpd23936	Universal
Dol14-P	cpd23937	Universal
(4S)-4-(5,5-dimethylcyclohex-1-en-1-yl)-4-hydroxycyclohex-1-ene-1-carboxylic acid	cpd23938	Universal
-4-(6-hydroxy-5,5-dimethylcyclohex-1-en-1-yl)cyclohex-1-ene-1-carboxylic acid	cpd23939	Universal
4-(5,5-dimethylcyclohex-1-en-1-yl)cyclohexa-1,3-diene-1-carboxylic acid	cpd23940	Universal
4-(5,5-dimethylcyclohex-1-en-1-yl)-cyclohex-1-ene-1-carboxylic acid	cpd23941	Universal
cyclopropylglycine	cpd23942	Universal
1-(4-amino-2-methylpyrimid-5-ylmethyl)-3-(beta-hydroxyethyl)-2-methylpyridinium	cpd23943	Universal
1-(4-hydroxy-2-methylpyrimid-5-ylmethyl)-3-(beta-hydroxyethyl)-2-methylpyridinium	cpd23944	Universal
ethyl sulfate	cpd23945	Universal
sec-butylmercury	cpd23946	Universal
deferoxamine	cpd23947	Universal
5-bromo-4-chloro-3-indoxyl phosphate	cpd23948	Universal
p-toluidine	cpd23949	Universal
cetyltrimethylammonium	cpd23950	Universal
1,2-dihydroxy-3,5-benzenedisulfonate	cpd23951	Universal
cyclobrassinin	cpd23952	Universal
1-beta-D-glucopyranosylbrassinin	cpd23953	Universal
beta-D-glucosaminyl-(1->4)-beta-D-glucosamine-6-phosphate	cpd23954	Universal
(E)-S-(1-butenyl) cysteine S-oxide	cpd23955	Universal
1-butenesulfenate	cpd23956	Universal
(Z)-butanethiol-S-oxide	cpd23957	Universal
2-amino-1-hydroxyicosan-3-one	cpd23958	Universal
1,3-eicosanediol, 2-amino-	cpd23959	Universal
L-threo-DHS	cpd23960	Universal
methylbutenol	cpd23961	Universal
1-deoxypentalenate	cpd23962	Universal
PA 132	cpd23963	Universal
11beta-hydroxy-1-deoxypentalenate	cpd23964	Universal
pentalenolactone D	cpd23965	Universal
pentalenolactone F	cpd23966	Universal
neopentalenolactone D	cpd23967	Universal
neopentalenolactone F	cpd23968	Universal
1-deoxy-11-oxopentalenate	cpd23969	Universal
[4-(5,5-dimethylcyclohex-1-en-1-yl)-cyclohex-1-en-1-yl] methanol	cpd23970	Universal
4-(5,5-dimethylcyclohex-1-en-1-yl)cyclohex-1-ene-1-carbaldehyde	cpd23971	Universal
pentalenolactone E	cpd23972	Universal
9,10-epoxy-12-cis-octadecenoate	cpd23973	Universal
12,13-epoxy-9-cis-octadecenoate	cpd23974	Universal
neopentalenolactone E	cpd23975	Universal
neopentalenolactone	cpd23976	Universal
L-N-delta-acetylornithine	cpd23977	Universal
6-dehydrogingerdione	cpd23978	Universal
9-OH-18:2-10t,12c	cpd23979	Universal
prosolanapyrone I	cpd23980	Universal
solanapyrone E	cpd23981	Universal
solanapyrone D	cpd23982	Universal
(S)-pyrethrolone	cpd23983	Universal
N,N''-diacetylchitotriose	cpd23984	Universal
30-hydroxy-beta-amyrin	cpd23985	Universal
11alpha,30-dihydroxy-beta-amyrin	cpd23986	Universal
30-hydroxy-11-oxo-beta-amyrin	cpd23987	Universal
phaeophytin b	cpd23988	Universal
3 beta-hydroxy-7,12-diketocholanate	cpd23989	Universal
cholest-dien-3-one	cpd23990	Universal
2-naphthol glucoside	cpd23991	Universal
cholest-5-en-3-one	cpd23992	Universal
2-naphthol 6'-O-malonylglucoside	cpd23993	Universal
1-naphthol glucoside	cpd23994	Universal
1-naphthol 6'-O-malonylglucoside	cpd23995	Universal
4-methylumbelliferone 6'-O-malonylglucoside	cpd23996	Universal
3-oxocholest-4-en-26-oate	cpd23997	Universal
3-oxocholest-4-en-26-oyl-CoA	cpd23998	Universal
3-oxocholest-4,24-dien-26-oyl-CoA	cpd23999	Universal
24-hydroxy-3-oxocholest-4-en-26-oyl-CoA	cpd24000	Universal
3,24-dioxocholest-4-en-26-oyl-CoA	cpd24001	Universal
3-oxochol-4-en-24-oyl-CoA	cpd24002	Universal
3-oxochol-4,22-dien-24-oyl-CoA	cpd24003	Universal
22-hydroxy-3-oxochol-4-en-24-oyl-CoA	cpd24004	Universal
3,22-dioxochol-4-en-24-oyl-CoA	cpd24005	Universal
3-one-23,24-bisnorchol-4-en-22-yl-CoA	cpd24006	Universal
9alpha-hydroxy-4-androstene-3,17-dione	cpd24007	Universal
5alpha-testosterone	cpd24008	Universal
DMSeP-amine	cpd24009	Universal
3-dimethylselenopropionaldehyde	cpd24010	Universal
peroxydisulfate	cpd24011	Universal
O-[-2-acetamido-3-O-(D-1-carboxyethyl)-2-deoxy-beta-D-glucopyranosyl]-2-deoxy-D-glucose	cpd24012	Universal
2-phenylchroman	cpd24013	Universal
4-alpha-D-nigerosylglucose	cpd24014	Universal
ferriheme a	cpd24015	Universal
ferroheme a	cpd24016	Universal
3-one-23,24-bisnorchol-4-en-22-oate	cpd24017	Universal
1,4-BNC	cpd24018	Universal
1,4-BNC-CoA	cpd24019	Universal
Gal-1->2-(GlcUA-1->2)-Man-1->3-Gal	cpd24020	Universal
9alpha-hydroxy-3-oxo-23,24-bisnorchol-4-en-22-CoA	cpd24021	Universal
9alpha-hydroxy-1,4-BNC-CoA	cpd24022	Universal
3-one-9-hydroxy-23,24-bisnorchol-4-en-22-oate	cpd24023	Universal
mannobiose	cpd24024	Universal
3-oxo-23,24-bisnorchol-4,17(20)-dien-22-oyl-CoA	cpd24025	Universal
3-oxo-23,24-bisnorchol-4-en-17-ol-22-oyl-CoA	cpd24026	Universal
3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl-CoA	cpd24027	Universal
5-hydroxy-3-[(3aS,4S,5R,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl-CoA	cpd24028	Universal
(2E)-3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-inden-4-yl]prop-2-enoyl-CoA	cpd24029	Universal
3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-inden-4-yl]-3-hydroxypropanoyl-CoA	cpd24030	Universal
3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-inden-4-yl]-3-oxopropanoyl-CoA	cpd24031	Universal
3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-indene-4-carboxylate	cpd24032	Universal
5-hydroxy-3-[(3aS,4S,5R,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoate	cpd24033	Universal
(7S,8S,9Z,12Z)-7,8-dihydroxy-9,12-octadecadienoate	cpd24034	Universal
(9R,10E,12Z)-9-hydroperoxy-10,12-octadecadienoate	cpd24035	Universal
DMSeP	cpd24036	Universal
(S)-2-phenyloxirane	cpd24037	Universal
dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucopyranose	cpd24038	Universal
dTDP-3-oxo-3,4,6-trideoxy-alpha-D-glucopyranose	cpd24039	Universal
3-dimethylamino-3,4,6-trideoxy-alpha-D-glucopyranose	cpd24040	Universal
dTDP-3-amino-3,6-dideoxy-alpha-D-glucopyranose	cpd24041	Universal
(-)-caryolan-1-ol	cpd24042	Universal
GGMeSeCys	cpd24043	Universal
4-O-methyl-alpha-D-glucuronate	cpd24044	Universal
3-oxo-24-ethyl-cholest-5-ene	cpd24045	Universal
3-oxo-24-ethyl-cholest-4-ene	cpd24046	Universal
3-oxo-24-ethyl-26-hydroxy-cholest-4-ene	cpd24047	Universal
3-oxo-24-ethyl-cholest-4,24-dien-26-oyl-CoA	cpd24048	Universal
3-oxo-24-ethyl-26-al-cholest-4-ene	cpd24049	Universal
3-oxo-24-(isopropanoyl)-cholest-4,24-dien-26-oyl-CoA	cpd24050	Universal
3-oxo-24-hydroxy-24-(isopropanoate)-cholest-4-en-26-oyl-CoA	cpd24051	Universal
3,24-dioxo-cholest-4-en-26-oate	cpd24052	Universal
3-oxo-24-ethyl-cholest-4-en-26-oyl-CoA	cpd24053	Universal
3-oxo-24-ethyl-cholest-4-en-26-oate	cpd24054	Universal
(2R)-4-hydroxy-3-oxo-3,4-dihydro-2H-1,4-benzoxazin-2-yl beta-D-glucopyranoside	cpd24055	Universal
(2R)-4,7-dihydroxy-3-oxo-3,4-dihydro-2H-1,4-benzoxazin-2-yl beta-D-glucopyranoside	cpd24056	Universal
hexahydroindanone-coA	cpd24057	Universal
CPD-13838	cpd24058	Universal
CPD-13840	cpd24059	Universal
3-dimethylamino-3,6-dideoxy-alpha-D-glucopyranose	cpd24060	Universal
UDP-4-amino-4,6-dideoxy-alpha-D-N-acetyl-D-glucosamine	cpd24061	Universal
UDP-2-acetamido-2,6-dideoxy-alpha-D-xylo-4-hexulose	cpd24062	Universal
CPD-13848	cpd24063	Universal
2-hydroxy-dATP	cpd24064	Universal
tetracosahexanoate	cpd24065	Universal
methacrylate	cpd24066	Universal
delta-cadinol	cpd24067	Universal
viridiflorol	cpd24068	Universal
(+)-isopimara-8,15-diene	cpd24069	Universal
lepidozene	cpd24070	Universal
sesquisabinene A	cpd24071	Universal
sesquisabinene B	cpd24072	Universal
epishionone	cpd24073	Universal
3-acetamido-3,6-dideoxy-alpha-D-galactopyranose	cpd24074	Universal
3-oxocholest-4-en-26-ol	cpd24075	Universal
3-oxocholest-4-en-26-al	cpd24076	Universal
2-(4-oxaldehydoylphenoxy)acetic acid	cpd24077	Universal
lincomycin A	cpd24078	Universal
4-propyl-L-proline	cpd24079	Universal
methylthiolincosamide	cpd24080	Universal
N-demethyllincomycin	cpd24081	Universal
lincomycin B	cpd24082	Universal
(4Z)-4-[(2E)-3-carboxylato-3-hydroxyprop-2-en-1-ylidene]-3,4-dihydro-2H-pyrrole-2-carboxylate	cpd24083	Universal
4-(3-carboxy-3-oxo-propenyl)-2,3-dihydro-1H-pyrrole-2-carboxylate	cpd24084	Universal
muscaflavin	cpd24085	Universal
1,2,3,6-tetradehydro-propylproline	cpd24086	Universal
dehydroascorbate (bicyclic form)	cpd24087	Universal
3,4-cyclic oxalyl theronolactone	cpd24088	Universal
4-O-oxalyl-L-threonate	cpd24089	Universal
2-carboxy-L-threo-pentonate	cpd24090	Universal
2-carboxy-L-xylonolactone	cpd24091	Universal
2,3-cyclic oxalyl theronolactone	cpd24092	Universal
a peptidoglycan with pentaglycine bridge	cpd24093	Universal
a fragment of peptidoglycan with cleaved pentaglycine bridge	cpd24094	Universal
alpha1,6-D mannobiose	cpd24095	Universal
Glc3Man9GlcNAc2	cpd24096	Universal
Glc2Man9GlcNAc2	cpd24097	Universal
2-hydroxy-N-methyl-5-oxoproline	cpd24098	Universal
5-methoxybenzimidazolylcobamide	cpd24099	Universal
CPD-13941	cpd24100	Universal
5-hydroxy-4-oxopentanoate	cpd24101	Universal
3-(hydroxynitrosoamino)-L-alanine	cpd24102	Universal
L-oleandrose	cpd24103	Universal
glucosyl-oleandomycin	cpd24104	Universal
carbomycin	cpd24105	Universal
dTDP-4-dehydro-2,6-dideoxy-beta-L-galactose	cpd24106	Universal
dTDP-(2R,4S,6S)-4,6-dihydroxy-2,4-dimethyloxan-3-one	cpd24107	Universal
granaticin B	cpd24108	Universal
D-oliose	cpd24109	Universal
D-mycarose	cpd24110	Universal
dTDP-(2R,4R,6S)-4,6-dihydroxy-2,4-dimethyloxan-3-one	cpd24111	Universal
3-Amino-2,3,6-trideoxy-L-lyxo-hexose	cpd24112	Universal
(2S,6S)-6-hydroxy-2-methyl-3-oxo-2,6-dihydropyran-4-olate	cpd24113	Universal
dTDP-4-dehydro-2,6-dideoxy-alpha-L-glucose	cpd24114	Universal
dTDP-4-dehydro-2,6-dideoxy-alpha-D-allose	cpd24115	Universal
dTDP-(2S,4R,6S)-4,6-dihydroxy-2,4-dimethyloxan-3-one	cpd24116	Universal
2,2'-disulfonyl azobenzene	cpd24117	Universal
3-[(4-amino-6-chloro-1,3,5-triazin-2-yl)amino]benzenesulfonate	cpd24118	Universal
D-fenchone	cpd24119	Universal
6-S-cysteinyl-FMN	cpd24120	Universal
2,4-dihydroxycinnamoyl-CoA	cpd24121	Universal
eicosapentaenoyl CoA	cpd24122	Universal
alpha-D-fucopyranose	cpd24123	Universal
CPD-14020	cpd24124	Universal
sclarene	cpd24125	Universal
(Z)-biformene	cpd24126	Universal
(+)-copalol	cpd24127	Universal
manool	cpd24128	Universal
13-epi-manool	cpd24129	Universal
(-)-ent-copalol	cpd24130	Universal
ent-13-spi-manool	cpd24131	Universal
ent-manool	cpd24132	Universal
syn-copalol	cpd24133	Universal
13R-vitexifolin A	cpd24134	Universal
13S-vitexifolin A	cpd24135	Universal
N-hydroxyhexahomomethioniate	cpd24136	Universal
N,N-dihydroxyhexahomomethioniate	cpd24137	Universal
N-hydroxypentahomomethionine	cpd24138	Universal
N,N-dihydroxypentahomomethionine	cpd24139	Universal
(2R)-4',5,7-trihydroxyflavan-4-one	cpd24140	Universal
N-hydroxyhomomethionine	cpd24141	Universal
N,N-dihydroxyhomomethionine	cpd24142	Universal
N-hydroxydihomomethionine	cpd24143	Universal
N,N-dihydroxydihomomethionine	cpd24144	Universal
N-hydroxytrihomomethionine	cpd24145	Universal
N, N-dihydroxytrihomomethionine	cpd24146	Universal
N-hydroxy-tetrahomomethionine	cpd24147	Universal
N, N-dihydroxy-tetrahomomethionine	cpd24148	Universal
(6S)-5,6,7,8-tetrahydrobiopterin	cpd24149	Universal
N,N,N',N'-tetramethylethane-1,2-diamine	cpd24150	Universal
3,6-diketocamphane	cpd24151	Universal
(-)-3-exo-hydroxycamphor	cpd24152	Universal
cis-bicyclo[3.2.0]hept-2-en-6-one	cpd24153	Universal
(-)-thujan-3-ol	cpd24154	Universal
(-)-thujan-3-one	cpd24155	Universal
3-amino-D-alanine	cpd24156	Universal
N1-citryl-N6-acetyl-N6-hydroxy-L-lysine	cpd24157	Universal
1,2-benzenediol, 5-(2-propenyl)-3-(4-(2-propenyl)phenoxy)-	cpd24158	Universal
tetrahydroobvatol	cpd24159	Universal
1,2-dihydropyrimidine	cpd24160	Universal
3,6-dihydroxynicotine	cpd24161	Universal
6-hydroxy-N-methylmyosmine	cpd24162	Universal
2,3-dihydroxypyridine	cpd24163	Universal
2,6-dimethoxypyridine	cpd24164	Universal
1,2-cyclohexanediaminetetraacetic acid	cpd24165	Universal
3,3'-bipyridine-2,2',5,5',6,6'-hexol	cpd24166	Universal
(2R,3R)-3-methylornithine	cpd24167	Universal
3-O-alpha-D-glucopyranosyl-L-rhamnopyranose	cpd24168	Universal
(+)-(3S)-linalyl diphosphate	cpd24169	Universal
(-)-(3R)-linalyl diphosphate	cpd24170	Universal
Pcl	cpd24171	Universal
N-methylmyosmine	cpd24172	Universal
1-butanone, 4-(methylamino)-1-(3-pyridinyl)-	cpd24173	Universal
(2R,3R)-3-methylornithinyl-N6-lysine	cpd24174	Universal
(3E)-4-(methylamino)-1-(pyridin-3-yl)but-3-en-1-one	cpd24175	Universal
D-ornithyl-Nepsilon-L-lysine	cpd24176	Universal
(2R,3R)-3-methylglutamyl-5-semialdehyde-N6-lysine	cpd24177	Universal
8-oxo-GDP	cpd24178	Universal
furfuryl alcohol	cpd24179	Universal
5-hydroxymethylfurfural-2-furoate	cpd24180	Universal
5-formyl-2-furoate	cpd24181	Universal
2,5-furan dicarboxylate	cpd24182	Universal
5-oxo-2-furoyl-CoA	cpd24183	Universal
2-oxoglutaryl-CoA	cpd24184	Universal
test glycan nr. 2	cpd24185	Universal
(3R,4S)-tetrahydrodaidzein	cpd24186	Universal
